1, 1.063405, 0.262641
2, 0.518345, 0.139816
3, 0.301520, 0.287114
4, 1.041781, 0.735679
5, 0.749809, 0.668686
6, 0.970244, 0.237477
7, 0.578558, 0.180161
8, 1.058715, 0.738484
9, 0.317459, 0.249647
10, 0.672116, 0.729768
11, 0.847828, 0.529710
12, 0.919486, 0.376539
13, 0.641831, 0.538725
14, 0.346856, 0.866276
15, 0.785946, 0.619131
16, 0.488093, 0.381814
17, 0.387163, 0.414117
18, 0.304640, 0.713376
19, 0.680991, 0.740965
20, 1.207945, 0.386718
21, 0.707599, 0.368153
22, 0.434794, 0.454786
23, 0.769968, 0.076492
24, 0.863832, 0.743333
25, 0.343410, 0.410559
26, 0.354370, 0.726679
27, 0.535348, 0.505647
28, 0.368436, 0.169110
29, 0.958480, 0.143781
30, 0.821082, 0.367843
31, 0.453816, 0.310064
32, 1.103243, 0.286632
33, 1.260462, 0.102770
34, 0.460954, 0.882293
35, 1.068651, 0.658535
36, 0.394367, 0.681883
37, 0.375021, 0.710383
38, 0.832157, 0.566361
39, 0.990663, 0.175638
40, 1.137374, 0.279096
41, 1.274889, 0.254524
42, 1.279857, 0.747605
43, 1.160492, 0.627410
44, 1.031102, 0.262905
45, 1.231340, 0.438628
46, 0.895240, 0.567133
47, 1.298627, 0.632649
48, 1.099809, 0.017027
49, 0.530192, 0.894094
50, 0.890844, 0.488932
51, 0.650618, 0.309871
52, 1.007963, 0.003948
53, 1.049158, 0.271484
54, 0.606734, 0.036287
55, 0.662570, 0.326203
56, 0.757668, 0.141909
57, 1.140579, 0.645269
58, 0.470738, 0.421771
59, 0.514315, 0.355746
60, 1.073133, 0.508940
61, 0.539808, 0.773077
62, 1.206970, 0.689316
63, 1.161321, 0.238479
64, 0.417961, 0.780143
65, 1.045144, 0.672296
66, 1.043928, 0.492174
67, 1.147899, 0.130334
68, 1.016869, 0.426941
69, 0.947195, 0.061505
70, 0.889199, 0.082378
71, 0.467889, 0.387118
72, 1.229356, 0.229429
73, 0.914993, 0.303771
74, 1.187454, 0.536039
75, 0.583732, 0.654779
76, 0.377296, 0.465142
77, 0.843525, 0.552157
78, 0.334314, 0.233102
79, 0.326606, 0.836783
80, 0.490030, 0.778863
81, 0.633215, 0.527863
82, 1.236667, 0.780568
83, 0.878928, 0.277818
84, 1.160901, 0.617081
85, 0.471553, 0.802058
86, 0.957381, 0.558494
87, 1.156842, 0.358961
88, 0.779365, 0.375312
89, 0.605535, 0.852619
90, 0.758590, 0.332650
91, 1.226642, 0.375740
92, 1.063354, 0.372619
93, 1.146755, 0.536307
94, 1.145209, 0.635403
95, 1.147952, 0.751592
96, 0.817425, 0.887849
97, 1.142984, 0.374303
98, 0.486643, 0.791450
99, 0.579665, 0.335009
100, 0.778745, 0.722545
101, 0.904931, 0.666497
102, 0.874160, 0.556463
103, 0.352187, 0.370747
104, 1.021016, 0.218046
105, 0.665940, 0.396708
106, 0.949451, 0.644198
107, 0.327399, 0.060166
108, 0.489307, 0.340606
109, 0.326150, 0.667094
110, 1.270417, 0.649485
111, 1.095632, 0.129466
112, 1.254250, 0.150757
113, 1.208473, 0.679237
114, 0.413811, 0.104537
115, 0.819989, 0.355992
116, 0.580769, 0.337637
117, 0.801046, 0.076580
118, 0.386914, 0.652678
119, 1.010747, 0.785810
120, 0.426632, 0.106496
121, 0.536150, 0.278646
122, 0.339089, 0.528107
123, 0.877635, 0.744527
124, 1.275955, 0.405112
125, 1.104549, 0.367563
126, 0.611074, 0.104513
127, 0.572780, 0.669371
128, 0.717170, 0.810332
129, 1.117023, 0.881717
130, 1.275199, 0.801805
131, 1.110281, 0.351528
132, 0.482761, 0.696952
133, 0.959935, 0.074276
134, 0.886128, 0.631066
135, 1.033159, 0.550054
136, 1.124837, 0.181646
137, 0.984801, 0.412837
138, 0.395971, 0.815592
139, 0.721511, 0.233169
140, 0.328735, 0.206369
141, 0.505776, 0.627962
142, 0.674565, 0.096160
143, 1.071995, 0.021900
144, 0.428135, 0.200861
145, 0.417918, 0.329838
146, 0.717654, 0.297916
147, 1.033173, 0.402139
148, 0.558710, 0.479004
149, 0.462856, 0.314140
150, 1.094047, 0.336314
151, 0.613571, 0.864748
152, 0.476282, 0.817224
153, 0.572164, 0.801838
154, 0.359516, 0.258220
155, 0.759808, 0.061930
156, 1.080394, 0.235330
157, 0.925008, 0.304465
158, 1.008950, 0.890689
159, 1.265150, 0.514109
160, 0.887965, 0.813083
161, 0.405215, 0.646531
162, 0.976406, 0.019901
163, 0.840854, 0.756807
164, 0.863891, 0.567251
165, 0.746339, 0.245856
166, 1.109641, 0.173195
167, 0.655211, 0.446148
168, 0.507864, 0.214636
169, 0.488493, 0.338376
170, 1.194193, 0.756034
171, 0.829562, 0.480174
172, 0.569675, 0.293933
173, 1.163069, 0.035217
174, 1.125172, 0.078189
175, 0.881799, 0.889603
176, 1.192076, 0.690866
177, 1.080876, 0.636081
178, 0.538319, 0.023533
179, 1.073908, 0.277844
180, 0.477395, 0.270842
181, 0.632002, 0.440558
182, 0.366619, 0.839351
183, 1.182596, 0.274813
184, 0.769569, 0.082236
185, 0.564000, 0.600800
186, 0.466407, 0.331231
187, 0.444966, 0.878777
188, 0.340883, 0.857764
189, 1.027624, 0.705336
190, 0.697328, 0.673114
191, 0.399004, 0.178904
192, 1.265488, 0.353704
193, 0.919147, 0.736942
194, 1.111565, 0.398037
195, 1.015391, 0.047727
196, 0.941068, 0.321888
197, 1.184504, 0.038261
198, 0.719706, 0.499765
199, 1.113985, 0.183732
200, 0.487623, 0.033933
201, 0.323299, 0.140586
202, 0.797889, 0.485773
203, 0.888992, 0.303955
204, 0.728974, 0.289388
205, 1.039976, 0.236578
206, 0.527401, 0.872211
207, 0.389392, 0.400878
208, 1.295961, 0.581606
209, 0.830344, 0.170194
210, 1.278868, 0.878507
211, 1.241913, 0.677107
212, 0.522168, 0.773284
213, 0.730187, 0.117409
214, 1.093558, 0.392232
215, 1.199459, 0.701823
216, 0.554974, 0.617771
217, 0.641163, 0.599166
218, 0.395353, 0.122852
219, 1.003406, 0.641108
220, 0.887866, 0.193560
221, 0.820344, 0.221224
222, 0.770257, 0.102726
223, 0.551732, 0.679895
224, 1.144952, 0.360255
225, 0.940644, 0.275271
226, 0.313412, 0.890859
227, 0.382206, 0.733291
228, 0.646538, 0.475356
229, 0.980163, 0.213938
230, 1.184446, 0.242814
231, 0.396213, 0.288933
232, 0.379835, 0.562757
233, 0.485021, 0.142631
234, 1.253295, 0.565829
235, 1.112712, 0.175976
236, 0.794077, 0.804881
237, 0.779426, 0.317208
238, 1.247916, 0.637879
239, 0.624322, 0.435888
240, 0.973374, 0.747079
241, 1.191486, 0.735742
242, 1.075225, 0.134097
243, 0.509446, 0.400037
244, 0.845147, 0.685330
245, 0.889792, 0.307174
246, 0.901996, 0.319879
247, 1.136403, 0.192518
248, 0.778101, 0.640312
249, 0.827950, 0.407715
250, 1.151124, 0.510937
251, 1.237951, 0.646086
252, 0.332631, 0.642419
253, 0.870352, 0.068047
254, 0.576713, 0.853787
255, 1.290825, 0.306916
256, 0.430931, 0.590671
257, 0.368139, 0.210737
258, 0.377487, 0.361634
259, 0.426953, 0.024233
260, 0.425108, 0.719513
261, 0.885016, 0.863198
262, 0.942314, 0.016135
263, 0.453774, 0.340471
264, 1.086490, 0.359537
265, 0.615666, 0.406688
266, 1.068333, 0.732890
267, 1.030451, 0.698134
268, 1.142418, 0.312101
269, 0.744518, 0.157563
270, 0.989564, 0.795211
271, 0.691390, 0.255357
272, 0.780879, 0.329148
273, 1.218154, 0.228753
274, 0.499832, 0.819415
275, 0.978189, 0.749573
276, 0.695719, 0.158901
277, 0.561669, 0.703320
278, 0.798769, 0.805636
279, 0.519386, 0.385422
280, 1.259012, 0.790794
281, 0.876933, 0.450471
282, 0.885710, 0.610894
283, 0.746592, 0.850274
284, 0.646437, 0.661794
285, 1.169024, 0.217964
286, 0.641619, 0.600869
287, 0.690614, 0.114324
288, 0.412486, 0.694517
289, 0.388212, 0.292140
290, 0.814418, 0.126164
291, 0.556621, 0.377250
292, 1.246540, 0.558984
293, 1.200143, 0.541325
294, 0.993513, 0.722363
295, 0.573068, 0.356486
296, 1.015880, 0.539558
297, 1.002106, 0.765723
298, 0.825679, 0.289325
