100000 741067 114971 1.89752e+06 0 9.33077e+51 4.45772e+14 1.55144e+11 0.239669 -1.71065e+33 0.984331 1.67955e+07 1.56006e+07
125000 -154437 -218691 1.90658e+06 0 9.33077e+51 4.44635e+14 1.54111e+11 0.239508 -1.67609e+33 0.980045 1.67955e+07 1.56006e+07
150000 531908 20868.9 1.82751e+06 0 9.33077e+51 4.42575e+14 1.53535e+11 0.239401 -2.16887e+33 0.980022 1.67955e+07 1.56006e+07
175000 986651 45126.4 1.75081e+06 0 9.33077e+51 4.39487e+14 1.54497e+11 0.23956 -2.37918e+33 0.990922 1.67955e+07 1.56006e+07
200000 1.16873e+06 -36377.7 1.70923e+06 0 9.33077e+51 4.37081e+14 1.55494e+11 0.239598 -2.03936e+33 1.00089 1.67955e+07 1.56006e+07
225000 1.42239e+06 27408.5 1.64383e+06 0 9.33077e+51 4.33609e+14 1.56615e+11 0.239726 -2.04802e+33 1.01365 1.67955e+07 1.56006e+07
250000 1.53477e+06 24823 1.57848e+06 0 9.33077e+51 4.30524e+14 1.57824e+11 0.239718 -2.04503e+33 1.02624 1.67955e+07 1.56006e+07
275000 2.73261e+06 -12078.4 1.51866e+06 0 9.33077e+51 4.27056e+14 1.59362e+11 0.239767 -2.10188e+33 1.04155 1.67955e+07 1.56006e+07
300000 4.20142e+06 16352.2 1.47142e+06 0 9.33077e+51 4.2241e+14 1.62201e+11 0.239951 -1.63582e+33 1.06684 1.67955e+07 1.56006e+07
325000 4.71496e+06 53893.8 1.44251e+06 0 9.33077e+51 4.17129e+14 1.64855e+11 0.240054 -2.22268e+33 1.09249 1.67955e+07 1.56006e+07
350000 5.93289e+06 18969.3 1.39488e+06 0 9.33077e+51 4.11778e+14 1.67067e+11 0.240173 -2.32821e+33 1.11653 1.67955e+07 1.56006e+07
375000 7.08768e+06 55514 1.38294e+06 0 9.33077e+51 4.05468e+14 1.69701e+11 0.240211 -2.24933e+33 1.14523 1.67955e+07 1.56006e+07
